mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv
gdb_123119,CC(=O)COCCOC,2.87098,0.8294,0.7066,3.3745,77.1,-0.2306,-0.0114,0.2192,1650.3923,0.178469,-461.357124,-461.346123,-461.345179,-461.394863,37.481
gdb_71669,CC12OC3C4C(CC13)C24,2.84943,1.97024,1.78119,1.7551,76.4,-0.2336,0.0982,0.3317,883.3145,0.161892,-385.87532,-385.868803,-385.867859,-385.905732,28.07
gdb_14090,OC1CC11OCC1=O,3.65582,1.74842,1.44549,1.3444,60.06,-0.2492,-0.0376,0.2116,863.2567,0.105096,-419.643973,-419.636634,-419.635689,-419.675664,27.069
gdb_53802,CC1(CO1)C(=O)C(N)=N,2.72852,1.31089,1.08785,2.5676,70.99,-0.2472,-0.0639,0.1833,1158.6749,0.133753,-455.141778,-455.132228,-455.131284,-455.176553,34.541
gdb_39218,C1C2COC3CC(C3)C12,2.55258,1.89531,1.41711,1.3097,80.78,-0.236,0.0791,0.3151,995.3825,0.186253,-387.061232,-387.054214,-387.05327,-387.092138,30.036
gdb_99669,CNC(C#N)C1CCC1,2.53728,1.10367,0.81408,3.1439,83.76,-0.2465,0.0302,0.2767,1448.9753,0.182948,-383.264327,-383.25456,-383.253616,-383.299637,35.204
gdb_6052,CCC(C)(C)C(C)O,2.81378,1.42361,1.23509,1.3576,80.78,-0.2582,0.0693,0.3275,1159.0993,0.22061,-351.416744,-351.406074,-351.40513,-351.45127,40.216
gdb_123332,C#CCc1cnncn1,4.65359,1.08812,0.88665,3.0072,74.45,-0.2394,-0.0749,0.1646,1216.5686,0.101083,-395.703096,-395.695432,-395.694488,-395.736535,27.763
gdb_5939,CC(C)(CC#N)CO,4.27185,1.14145,1.1337,4.8653,71.43,-0.2818,0.0312,0.313,1122.5153,0.16317,-365.083186,-365.073499,-365.072555,-365.117166,34.891
gdb_93554,OC1CCC(=O)NC=C1,3.2065,1.19554,0.92916,2.1198,76.3,-0.2261,-0.0144,0.2117,1228.167,0.149748,-439.128195,-439.119926,-439.118982,-439.161206,31.703
gdb_55715,CC(=O)OC1(CC1)C#N,2.53621,1.31276,1.07648,4.7504,70.25,-0.2832,-0.005,0.2782,1172.177,0.121601,-437.91647,-437.90723,-437.906286,-437.951448,32.366
gdb_6151,CC1(CN(C1)C=O)O,4.78512,1.18137,1.17546,5.1338,67.29,-0.24,0.0267,0.2667,1074.6018,0.140638,-401.009061,-401.000502,-400.999558,-401.043021,30.539
gdb_110391,CCN1C2C3C(C)C2C13,5.43171,0.94607,0.9327,1.1202,87.51,-0.2083,0.0853,0.2936,1390.8588,0.193676,-367.117958,-367.109347,-367.108403,-367.151057,33.712
gdb_114888,CCC1CC2CCOC12,3.04867,1.18434,1.05878,1.3513,84.65,-0.238,0.0768,0.3148,1278.1822,0.207596,-388.295354,-388.286664,-388.28572,-388.328996,33.653
gdb_91305,CN1CC2NC(C#N)C12,2.48553,1.54033,1.10588,5.3362,77.27,-0.2204,0.0179,0.2382,1122.8163,0.14831,-398.078639,-398.070341,-398.069397,-398.111731,31.016
gdb_80868,CC1OC2CC1(C)C2O,2.13517,1.72696,1.45709,1.5282,77.42,-0.241,0.0825,0.3235,1052.1089,0.182651,-424.217169,-424.208576,-424.207632,-424.249586,34.413
gdb_103316,CCC1(O)C2CC1C2=O,3.26919,1.28525,1.1168,4.101,75.88,-0.2367,0.0182,0.2549,1147.9189,0.157836,-422.992216,-422.983531,-422.982587,-423.025284,33.6
gdb_27809,Cc1cc(oc(=O)n1)O,2.10208,1.81345,0.97946,4.6163,69.44,-0.2455,-0.0563,0.1892,1124.6551,0.099838,-473.901765,-473.893641,-473.892697,-473.935533,29.295
gdb_117785,CCOC(C)(CO)C#C,2.05748,1.13515,1.03052,2.3719,81.38,-0.2531,0.0401,0.2933,1355.2228,0.178089,-424.1787,-424.167699,-424.166755,-424.214707,40.087
gdb_125802,Cc1c2c(cno2)on1,3.48016,1.65181,1.128,0.7446,66.21,-0.2667,-0.0573,0.2094,989.4132,0.090417,-452.699007,-452.692338,-452.691394,-452.73023,25.01
gdb_28346,Cc1ccc(c(=O)o1)O,3.27014,1.40221,0.9874,3.4444,74.47,-0.2148,-0.0464,0.1684,1136.4347,0.112852,-457.840191,-457.83245,-457.831505,-457.872358,29.384
gdb_67830,OC12C=CC3OCC1C23,3.14296,1.78654,1.46501,1.6954,70.69,-0.2299,0.0022,0.2321,911.0169,0.137737,-421.808326,-421.801542,-421.800598,-421.83901,28.25
gdb_81455,CC1C2CC1C1OC1C2,2.86226,1.55537,1.4224,1.702,80.54,-0.2595,0.0888,0.3483,1036.7585,0.185081,-387.074849,-387.067469,-387.066525,-387.106101,30.838
gdb_67689,CC12C3CCN1C(=O)C23,2.44662,1.85694,1.51289,4.165,75.38,-0.2386,0.0043,0.2429,962.3545,0.149278,-401.952344,-401.944912,-401.943968,-401.984005,29.331
gdb_125598,Cc1c(nc(=O)[nH]n1)N,3.15341,1.46155,1.00511,5.9461,72.79,-0.2383,-0.0537,0.1846,1113.3547,0.114093,-450.182819,-450.174666,-450.173722,-450.215385,30.503
gdb_9875,CC1(CC1)CCC#C,4.77296,0.98041,0.91249,0.8431,81.29,-0.2539,0.0591,0.313,1324.977,0.175113,-311.830363,-311.821216,-311.820272,-311.864148,34.285
gdb_18960,CCN1C2C3CC2C13,6.13234,1.38839,1.38269,1.0307,76.22,-0.2097,0.0869,0.2966,988.4857,0.165929,-327.826459,-327.819385,-327.818441,-327.857696,27.936
gdb_55013,NC(=O)C1CN1C(N)=O,3.15804,1.21873,0.96821,4.3679,67.16,-0.2424,0.0198,0.2621,1181.7793,0.124797,-471.247983,-471.2392,-471.238255,-471.282179,32.349
gdb_36608,C#CCCC12CC1CC2,4.98104,0.75105,0.71832,0.7238,89.46,-0.2446,0.0598,0.3043,1625.4114,0.181733,-349.897018,-349.887846,-349.886902,-349.931476,34.91
gdb_111707,CCC1N2CCC12C#C,2.93728,1.16187,0.9705,1.7968,87.59,-0.2266,0.0204,0.247,1299.1803,0.16981,-365.937068,-365.92792,-365.926976,-365.970909,34.863
gdb_16782,N=C1NC(=O)C2OC12,3.78903,2.15975,1.49028,1.609,57.3,-0.269,-0.041,0.2281,777.8767,0.085507,-414.678067,-414.671985,-414.671041,-414.70834,23.076
gdb_86792,CC1OC(CC#N)C1O,3.12752,1.00497,0.87104,4.6815,72.63,-0.2704,0.026,0.2964,1347.9698,0.146013,-439.081304,-439.071788,-439.070844,-439.117,33.728
gdb_63410,CC1(O)CN(C=O)C1=N,3.13037,1.17392,1.03768,3.2469,72.36,-0.2565,-0.0323,0.2241,1190.0559,0.134335,-455.164735,-455.155439,-455.154495,-455.19896,33.261
gdb_48014,O=CC#CC1CCC1=O,3.88757,0.73358,0.65801,4.116,81.04,-0.2573,-0.0647,0.1926,1639.6155,0.110037,-420.609255,-420.600275,-420.59933,-420.644999,30.539
gdb_118254,OCCC(O)CC1CO1,4.53563,0.60639,0.58143,1.839,75.92,-0.2603,0.0655,0.3258,1926.8404,0.180071,-461.328927,-461.318417,-461.317473,-461.365592,37.194
gdb_57958,CC(C)C(=O)OC1CC1,3.62439,0.88061,0.80336,1.7623,80.16,-0.263,0.0166,0.2796,1538.3695,0.180038,-424.254142,-424.243878,-424.242934,-424.291094,36.559
gdb_69560,CC12OC1C1(O)COC21,2.7948,1.58473,1.37303,2.1919,67.69,-0.2427,0.0523,0.295,999.1749,0.133916,-458.887425,-458.87949,-458.878546,-458.919376,31.059
gdb_41447,C1NC23COC4C2OC134,3.0039,2.13548,1.66742,0.4834,67.72,-0.2225,0.0426,0.2651,827.0738,0.12545,-437.727829,-437.721617,-437.720673,-437.758012,26.153
gdb_19597,OC1C2NC1C1OC21,4.28868,2.03926,1.89099,2.9538,58.92,-0.2462,0.0658,0.312,734.1007,0.121263,-399.721014,-399.715323,-399.714379,-399.750476,23.951
gdb_24267,C1C2OC2C2=C1N=CN2,4.02256,1.59682,1.24303,3.2968,70.35,-0.2143,0.0163,0.2306,951.4091,0.116403,-416.820579,-416.814351,-416.813407,-416.85108,25.178
gdb_98898,COC(=O)C1CCCO1,3.94238,1.00355,0.92688,2.2992,72.14,-0.2469,0.0142,0.2612,1332.9433,0.159512,-460.199632,-460.190446,-460.189502,-460.23539,32.013
gdb_39248,C1OC2CN=C3OC1C23,2.78803,2.32955,1.64048,3.8536,67.42,-0.2435,-0.0053,0.2382,826.8154,0.127017,-437.849079,-437.84295,-437.842006,-437.879428,25.08
gdb_120010,CCCN1C(C)CC1=O,2.30022,1.08525,0.79897,3.7576,84.92,-0.2373,0.0386,0.2759,1516.5689,0.193231,-404.387395,-404.377227,-404.376282,-404.423348,36.578
gdb_1743,CC1(CC1)CC=O,5.1991,1.62501,1.46843,2.707,64.67,-0.2448,-0.0204,0.2244,873.8066,0.14641,-309.71992,-309.712065,-309.711121,-309.752243,28.279
gdb_92549,CC1OC2CCC2C=C1,3.05071,1.42583,1.12052,0.9731,84.82,-0.2381,0.0192,0.2573,1162.5318,0.183925,-387.091781,-387.083717,-387.082772,-387.124245,32.162
gdb_22293,ON=C1CCOC(=N)C1,2.82446,1.26379,0.9215,2.9109,73.6,-0.2508,-0.0024,0.2485,1224.9515,0.136505,-455.123447,-455.115186,-455.114242,-455.156828,31.073
gdb_108746,CNC1=CC(=O)OC1=N,2.77547,1.35095,0.91389,5.1449,74.94,-0.2369,-0.0613,0.1756,1208.4738,0.113378,-454.014292,-454.005964,-454.00502,-454.047793,29.92
gdb_70498,CC12OC1CC=C2C#C,2.74971,1.5358,1.10882,1.8078,82.95,-0.2306,-0.0291,0.2015,1102.236,0.134239,-384.659081,-384.650777,-384.649833,-384.691599,32.13
gdb_112493,CCC1OC(C#C)C1=O,2.37864,1.1912,0.96498,1.0793,76.11,-0.2514,-0.0392,0.2122,1286.9364,0.132575,-421.788363,-421.779019,-421.778075,-421.823282,33.428
gdb_71221,CC12CN3C(CC13)C=C2,2.83907,1.83751,1.65712,1.4282,82.6,-0.2119,0.0098,0.2217,937.9794,0.17325,-365.967378,-365.960377,-365.959433,-365.998069,30.024
gdb_60799,CC(O)(C=O)C(O)C=O,2.24972,1.42449,1.20864,2.2946,65.91,-0.2594,-0.0477,0.2117,1097.6442,0.131223,-496.114014,-496.104278,-496.103334,-496.148532,35.191
gdb_43433,N=C1OC(=O)C(=C1)C#C,3.44645,1.30289,0.94547,2.4085,77.39,-0.2745,-0.1056,0.1689,1127.8961,0.077191,-435.510995,-435.503625,-435.502681,-435.543047,27.341
gdb_11362,CCC1=NCC(=N)N1,6.04277,1.2589,1.06226,3.7475,71.89,-0.2262,0.0047,0.2309,1108.0938,0.143108,-360.081689,-360.073592,-360.072648,-360.114669,29.366
gdb_115487,CNC1=NC(CO)CO1,3.77929,0.96514,0.81558,3.4913,75.0,-0.2176,0.0514,0.269,1423.2694,0.160455,-456.360134,-456.350734,-456.34979,-456.395412,33.212
gdb_4561,CN1C=C(O)OC1=N,4.03032,1.8005,1.25528,2.1071,61.58,-0.1781,0.0491,0.2272,910.3017,0.106394,-415.875232,-415.867122,-415.866178,-415.908355,28.307
gdb_12446,N=C1NC=NCCO1,3.80677,2.01171,1.38976,1.4426,66.09,-0.2347,-0.0013,0.2335,855.9992,0.122133,-395.998117,-395.991297,-395.990353,-396.029418,25.543
gdb_14608,N=COCCCC#C,12.96436,0.6125,0.5913,3.345,73.94,-0.2633,0.0195,0.2827,1789.1568,0.139747,-363.824694,-363.815188,-363.814244,-363.860893,31.893
gdb_119842,CCCC1=CCC2OC12,4.03585,0.8653,0.78424,1.8807,84.99,-0.2337,0.0096,0.2433,1544.584,0.182541,-387.088114,-387.079243,-387.078299,-387.122348,33.404
gdb_105474,CCC1(CCC1)C#CC,2.14872,1.08715,0.84276,0.2071,95.31,-0.2363,0.0579,0.2942,1525.4974,0.204156,-351.132001,-351.121315,-351.120371,-351.168944,38.517
gdb_70212,CC12COC(=N)CC1O2,3.21878,1.35163,1.1296,2.3939,72.7,-0.2585,0.0241,0.2826,1112.1279,0.148051,-439.087659,-439.079637,-439.078693,-439.120157,31.008
gdb_70371,CC1(CC2CC12O)C#N,2.41522,1.52533,1.33917,4.7986,75.82,-0.2708,0.0383,0.3091,1050.7076,0.146496,-401.932231,-401.923451,-401.922507,-401.96512,33.602
gdb_49679,O=CC1C2COC(=O)C12,2.68706,1.37188,1.20245,4.633,66.11,-0.2611,-0.0415,0.2195,1052.8696,0.113139,-457.798617,-457.791203,-457.790259,-457.830997,27.399
gdb_117226,CCNC(=O)C1NC1C,4.04993,0.79742,0.754,4.4426,82.69,-0.2371,0.0247,0.2618,1627.0266,0.181924,-420.419152,-420.408867,-420.407923,-420.455957,36.757
gdb_88312,CC1CC1C(=N)NC=O,3.62492,0.89381,0.86905,4.5276,79.49,-0.2504,-0.0223,0.2281,1417.9246,0.159454,-419.232774,-419.223506,-419.222562,-419.267494,33.865
gdb_24287,C1C2NC3=CNC=C3C12,4.00198,1.55214,1.22093,1.4008,78.96,-0.1724,0.0502,0.2226,999.1313,0.140148,-380.879559,-380.87282,-380.871876,-380.910252,28.225
gdb_128575,COc1cc(no1)C=O,6.96943,0.87479,0.78109,5.0527,68.15,-0.2462,-0.0688,0.1774,1371.4883,0.099469,-473.810615,-473.802326,-473.801382,-473.844334,28.505
gdb_64130,CC1(C)CCC(O1)C#N,2.8277,1.2802,1.13083,4.1274,78.41,-0.2726,0.023,0.2956,1175.549,0.17036,-403.182937,-403.173764,-403.17282,-403.217003,34.597
gdb_65344,CC1(CC1C1CN1)C#N,3.82954,0.9749,0.8996,3.4881,81.01,-0.2573,0.0303,0.2877,1332.064,0.159542,-382.045947,-382.036918,-382.035974,-382.079879,33.498
gdb_69224,CC12OC1C(=N)NC2=O,2.7619,1.64863,1.16936,1.5047,68.67,-0.2641,-0.0359,0.2282,1026.2728,0.112912,-453.978339,-453.970562,-453.969618,-454.010543,29.327
gdb_83452,OC1C2CNC12CC#N,2.95464,1.18152,1.06864,4.9552,72.36,-0.2388,0.0202,0.2589,1169.1055,0.136512,-417.964579,-417.956284,-417.95534,-417.997977,31.12
gdb_74325,CC1=NC(CC#C)CO1,3.55853,0.97941,0.80855,1.6087,79.57,-0.243,0.0248,0.2678,1411.658,0.146522,-401.941308,-401.932133,-401.931189,-401.976062,33.06
gdb_94070,CC1OCC(CO1)C#C,4.57272,0.99128,0.85709,1.0521,78.41,-0.2524,0.0453,0.2977,1349.1472,0.158791,-423.003151,-422.994417,-422.993473,-423.036326,33.397
gdb_36091,N#CCC12CC(C1)CO2,3.65074,1.19199,1.13012,4.9345,75.46,-0.2537,0.0347,0.2884,1129.9834,0.149287,-401.945406,-401.937843,-401.936898,-401.977788,29.533
gdb_15822,OCCC(=O)C1CO1,3.86375,1.1335,0.94142,1.2842,61.64,-0.2527,-0.0286,0.2241,1202.8026,0.128035,-420.85882,-420.850115,-420.849171,-420.89312,29.888
gdb_36499,C#CCC1CC=CCO1,3.8542,1.02046,0.85028,1.5861,82.75,-0.2468,0.0204,0.2673,1355.4919,0.158817,-385.862929,-385.854273,-385.853329,-385.896472,32.962
gdb_70054,OC12CC1C=C(C2)C=O,3.72394,1.10991,0.95492,3.3086,78.2,-0.2464,-0.0558,0.1906,1217.9321,0.135381,-421.835395,-421.827378,-421.826434,-421.867872,30.919
gdb_15707,CC1CCCC1CO,2.54653,1.76433,1.23441,1.2676,77.09,-0.2614,0.0762,0.3376,1075.5493,0.20145,-350.219194,-350.210258,-350.209314,-350.252758,33.402
gdb_8019,CC12CNC1C(=N)O2,3.34937,2.12067,1.58117,3.8313,66.08,-0.2345,0.0194,0.2539,839.1073,0.130992,-379.890505,-379.883323,-379.882378,-379.921699,27.502
gdb_46502,N=C1COC2(CC2)CO1,3.78442,1.27029,1.0951,3.0266,74.02,-0.2532,0.019,0.2722,1127.0364,0.148666,-439.074581,-439.066742,-439.065798,-439.107076,30.396
gdb_105685,CCC1(CCC=O)CO1,3.43594,0.75557,0.67417,2.8972,79.97,-0.2504,-0.0212,0.2293,1697.1446,0.179518,-424.221238,-424.21095,-424.210005,-424.25795,36.28
gdb_70599,CC12CC1COC2(C)C,2.03388,1.83346,1.43744,1.4586,84.47,-0.2432,0.0803,0.3236,1084.8448,0.205023,-388.301898,-388.292648,-388.291704,-388.334746,37.006
gdb_119310,C1C(CO1)(CCO)C#N,2.18586,1.1725,0.88634,2.3038,72.03,-0.2704,0.0163,0.2867,1328.1703,0.146731,-439.065344,-439.055893,-439.054949,-439.100411,33.133
gdb_97115,CN=C1CCN1C(=O)N,2.20368,1.57313,0.93679,4.5512,78.39,-0.2361,0.0062,0.2423,1231.5601,0.147642,-435.2975,-435.288098,-435.287154,-435.332316,33.651
gdb_46982,N=C1OCC2CCC1O2,2.69228,1.81502,1.45334,3.1853,71.93,-0.2546,0.0205,0.2751,953.1808,0.151198,-439.107854,-439.100727,-439.099783,-439.139621,28.027
gdb_16935,O=C1CN2CCC1C2,3.57182,2.15089,1.91368,2.2925,66.37,-0.2169,-0.0141,0.2028,769.9213,0.145831,-363.879261,-363.873146,-363.872201,-363.909361,24.895
gdb_8402,CC(O)C12CC(C1)C2,3.63238,1.6367,1.43317,1.4024,74.94,-0.2568,0.0725,0.3293,965.1435,0.177293,-348.957227,-348.949251,-348.948307,-348.989481,31.075
gdb_122794,CCCOCC(=O)C=O,4.73859,0.58388,0.52662,1.7513,75.12,-0.2532,-0.0971,0.1562,2061.2918,0.154719,-460.169258,-460.158593,-460.157648,-460.206755,35.557
gdb_38091,C1C2C=CC3C=CC2N13,2.80758,2.23313,1.89998,1.3804,79.28,-0.2037,-0.0014,0.2024,825.2638,0.15184,-364.776869,-364.770959,-364.770015,-364.806569,26.318
gdb_55780,CC(=O)NC1=CCCC1,4.29635,0.92126,0.77538,3.0028,86.21,-0.2053,0.0067,0.2121,1494.224,0.171249,-403.207667,-403.19816,-403.197216,-403.246384,33.828
gdb_80810,CN1C2CC1(C#N)C2O,2.20104,1.48721,1.44252,3.6627,75.04,-0.2245,0.0079,0.2324,1037.2033,0.135177,-417.931898,-417.923404,-417.92246,-417.964819,32.003
gdb_93613,CC1NCC(C#N)C1=O,2.64272,1.3245,1.05827,5.1276,72.96,-0.2443,-0.0446,0.1996,1159.6718,0.136634,-418.039019,-418.030427,-418.029483,-418.072867,31.413
gdb_61641,CC1CC1CN(C)C=O,3.94824,0.75612,0.70193,4.124,85.08,-0.2374,0.034,0.2715,1675.752,0.193188,-404.362763,-404.352446,-404.351502,-404.398954,36.893
gdb_24560,N1C=CN=CC=CN=C1,2.18509,2.04005,1.19441,2.2219,85.34,-0.2042,-0.0265,0.1777,1019.2805,0.12672,-396.922439,-396.914877,-396.913933,-396.954466,28.861
gdb_81305,OC1C2CC1C(=O)NC2,2.74257,1.55175,1.2461,2.6974,71.71,-0.2387,0.0324,0.2711,1034.294,0.150498,-439.112527,-439.104978,-439.104033,-439.144305,30.021
gdb_86629,OC1CC(C=O)=CC1=O,3.57006,1.07929,0.85022,1.6855,71.88,-0.2617,-0.1083,0.1534,1262.6981,0.111649,-457.802871,-457.794682,-457.793738,-457.836192,29.609
gdb_31247,CCc1c(nco1)OC,2.56616,1.30195,0.91723,0.3193,76.33,-0.2044,0.0069,0.2113,1297.9454,0.147339,-439.116006,-439.10684,-439.105896,-439.151089,32.09
gdb_54048,CC(=N)N(CC#N)C=O,1.91321,1.51065,0.92931,3.6551,72.89,-0.2823,-0.0385,0.2438,1233.5653,0.123698,-434.103228,-434.094084,-434.093139,-434.13793,32.218
gdb_27743,Cc1nc(c(o1)C=O)O,2.41454,1.471,0.91932,4.3237,70.71,-0.2391,-0.0535,0.1856,1190.1813,0.100196,-473.881576,-473.873333,-473.872389,-473.915023,29.059
gdb_131515,OC1CCC2=C1NN=C2,2.98892,1.57326,1.13073,1.3304,73.83,-0.2346,0.0116,0.2462,1057.2942,0.139912,-418.029065,-418.021688,-418.020743,-418.061081,28.589
gdb_97354,CN=CNC(C#C)C#N,2.67592,0.95937,0.77576,3.9915,80.75,-0.2456,0.0006,0.2462,1476.8627,0.121858,-396.892764,-396.882838,-396.881894,-396.928655,34.471
gdb_120537,COCC1CC(C1)C=O,4.98249,0.65019,0.62811,3.0576,81.46,-0.2458,-0.0223,0.2235,1813.1893,0.180572,-424.212563,-424.202627,-424.201683,-424.248753,34.894
gdb_44542,O=C1CC2C3CC3C2N1,3.48813,1.42374,1.34013,3.908,74.45,-0.2387,0.0371,0.2757,1005.3551,0.150775,-401.966585,-401.959637,-401.958693,-401.998026,28.37
gdb_36155,C#CCC12CC3C(C1)N23,4.18696,1.15909,1.12169,1.3446,79.96,-0.2452,0.044,0.2892,1134.6378,0.14781,-364.723006,-364.715255,-364.714311,-364.755525,30.508
gdb_68234,OC12CC(C1)N1CC1C2,3.15312,1.60227,1.38235,1.1865,77.51,-0.223,0.0738,0.2968,994.9374,0.173246,-403.112789,-403.105541,-403.104597,-403.143764,30.912
gdb_117313,CC(=O)NC(=N)COC,4.68184,0.70367,0.61887,5.8876,76.15,-0.2441,-0.0114,0.2327,1794.7832,0.156455,-456.367463,-456.356655,-456.355711,-456.405831,36.035
gdb_56479,OC(C#C)C(=O)CC=O,2.32811,1.21794,0.87921,1.3814,68.38,-0.2647,-0.0582,0.2065,1268.1292,0.107719,-457.740942,-457.731237,-457.730293,-457.777113,33.48
gdb_23456,ON=C1COC2C(O)C12,3.1764,1.25745,1.15835,1.2341,68.37,-0.2354,-0.0001,0.2353,1088.1995,0.12367,-474.952667,-474.94461,-474.943666,-474.985429,30.493
gdb_73421,OC12CCC3C4C(C14)C23,2.54317,2.28727,1.57012,1.3062,76.55,-0.2282,0.0764,0.3046,897.3195,0.161629,-385.849415,-385.842682,-385.841737,-385.879998,28.92
gdb_45047,O=C1CC2CC2C11CO1,2.52559,1.81577,1.26667,3.3269,72.14,-0.2428,-0.0373,0.2055,1003.039,0.136096,-421.819503,-421.812075,-421.81113,-421.851556,29.088
gdb_126940,CCNc1[nH]nc(n1)O,6.36709,0.79824,0.71796,4.9726,71.75,-0.2041,0.0451,0.2491,1542.7668,0.137574,-451.35642,-451.3475,-451.346556,-451.390507,32.286
gdb_90860,CC1CC2C3OC(=N1)C23,3.78055,1.50288,1.26315,3.5133,76.0,-0.2296,-0.0268,0.2028,1020.2923,0.148155,-401.86887,-401.861709,-401.860765,-401.900038,29.308
gdb_37759,C1NC2=NC3C4OC13C24,3.06327,1.73053,1.17226,2.0978,72.07,-0.2097,-0.0375,0.1722,986.7712,0.114817,-416.834534,-416.8277,-416.826756,-416.865867,26.711
gdb_59886,CC(C)OC(=O)C1CO1,2.81559,1.03097,0.89918,1.9929,73.0,-0.2665,-0.004,0.2624,1383.8329,0.156485,-460.179114,-460.169302,-460.168358,-460.214809,34.625
gdb_96775,CN=C1N2CC2C11CN1,2.47363,1.59457,1.10836,1.7276,80.89,-0.2389,0.0021,0.241,1130.4495,0.147941,-398.052254,-398.043944,-398.043,-398.085203,31.141
gdb_96223,CC1COCC=CC1=O,2.29729,1.65394,1.10132,2.9836,79.45,-0.2404,-0.0537,0.1866,1129.0789,0.159863,-423.046615,-423.038141,-423.037196,-423.080186,31.884
gdb_119254,OCCC1(CC1)OC=N,1.95565,1.13987,0.80859,2.1494,77.55,-0.2604,0.0217,0.2821,1457.4029,0.168823,-440.25966,-440.249608,-440.248663,-440.295485,36.007
gdb_250,CC(C)CC#C,7.28576,2.0531,1.72307,0.6828,62.17,-0.259,0.0553,0.3143,738.9549,0.140781,-234.476081,-234.46852,-234.467575,-234.506975,27.444
gdb_8107,CC1C2C(C)CC12O,2.86505,1.8662,1.41485,1.2083,74.94,-0.2418,0.0791,0.321,975.0763,0.176043,-348.975003,-348.966395,-348.96545,-349.007296,33.124
gdb_12279,CC1OC(CO)C1O,2.98799,1.59371,1.31207,1.923,63.54,-0.2525,0.0452,0.2977,996.6159,0.152615,-422.051372,-422.042668,-422.041724,-422.084879,31.693
gdb_107940,CCC12CC3C1C3(O)C2,3.71071,1.16299,1.06224,1.1195,82.09,-0.2379,0.0823,0.3202,1223.9107,0.182092,-387.042924,-387.034338,-387.033394,-387.075721,34.215
gdb_57527,CC(C)(O)CC1(C)CO1,2.66624,1.1609,1.05305,2.8479,81.39,-0.2491,0.0707,0.3198,1301.9779,0.202578,-425.420579,-425.410167,-425.409223,-425.455576,39.95
gdb_27698,Cc1[nH]c(c(n1)N)C#C,2.98221,1.28161,0.90223,2.0793,86.06,-0.1795,0.0047,0.1843,1251.7632,0.124039,-396.95348,-396.944217,-396.943273,-396.988587,33.781
gdb_27007,C#CCc1c(nco1)O,3.07697,1.19802,0.9504,0.4993,69.52,-0.2205,-0.0019,0.2186,1191.7778,0.10028,-436.680278,-436.672111,-436.671167,-436.713821,29.71
gdb_3368,CC1C2COCC12,4.00294,2.60431,2.59233,1.5097,63.28,-0.2432,0.0839,0.327,657.5244,0.150344,-309.711438,-309.705034,-309.70409,-309.741359,24.648
gdb_100668,CC(C)(CO)C(O)CO,2.8373,0.94277,0.86302,2.2775,77.42,-0.2544,0.0607,0.3151,1450.4218,0.202566,-462.552663,-462.5413,-462.540356,-462.58861,42.063
gdb_122098,COCCC(CO)C#N,3.33784,0.68617,0.59199,2.6451,76.84,-0.2645,0.0239,0.2884,1865.9169,0.168876,-440.283936,-440.273139,-440.272195,-440.321025,36.788
gdb_55777,CC(=O)CC1=CCCC1,3.166,0.98551,0.88336,2.4468,85.75,-0.2249,-0.017,0.2079,1416.1055,0.181944,-387.133829,-387.12432,-387.123376,-387.169589,34.431
gdb_44919,N=C1OC2CC1NC2=O,3.15812,1.52625,1.50217,2.7018,66.25,-0.2517,-0.006,0.2457,923.1103,0.11606,-453.988508,-453.981997,-453.981052,-454.019385,26.191
gdb_77133,CC1C(NC1=[NH2+])C([O-])=O,2.71546,1.24318,0.93018,6.2049,70.29,-0.2399,0.0088,0.2487,1241.1759,0.135687,-455.178765,-455.169678,-455.168734,-455.213018,33.074
gdb_102347,COC(CO)(C#N)C#N,1.84423,1.50595,1.25411,4.2225,66.29,-0.3052,-0.029,0.2761,1104.5119,0.109192,-453.931589,-453.921403,-453.920459,-453.966989,34.104
gdb_61852,CC(OC=O)C1CCO1,2.50495,1.1558,0.92004,3.7837,72.96,-0.255,0.0048,0.2598,1313.0316,0.157517,-460.167734,-460.158284,-460.157339,-460.203398,32.941
gdb_22722,CCC12CC1C(C2)=NO,3.81633,0.92847,0.82522,1.5121,84.99,-0.2262,0.0186,0.2448,1445.0593,0.169676,-403.08608,-403.076896,-403.075952,-403.120133,34.84
gdb_116985,CCCC(=O)C#CC#C,4.78821,0.56894,0.51331,2.8294,95.24,-0.2616,-0.0766,0.185,2088.599,0.131933,-384.65821,-384.647897,-384.646953,-384.695012,35.621
gdb_78337,CC1C2N1C(=O)C21CN1,2.87331,1.38568,1.07047,5.1825,74.57,-0.2381,-0.0184,0.2198,1148.3187,0.135482,-417.956242,-417.9481,-417.947156,-417.988896,30.655
gdb_113894,CCC1NC1CC(C)=O,4.02145,0.70636,0.64734,2.0714,83.88,-0.2375,-0.0083,0.2292,1814.473,0.191727,-404.352356,-404.341648,-404.340704,-404.389924,37.699
gdb_124608,CC(C)n1c(=O)[nH]cn1,2.66288,1.36949,1.12715,2.4874,73.7,-0.217,0.0173,0.2343,1151.2337,0.14843,-435.320742,-435.311904,-435.31096,-435.354747,32.404
gdb_85249,OC1CC(=O)C2(O)CC12,2.80044,1.50254,1.10609,2.5176,69.02,-0.2471,-0.0236,0.2235,1076.0078,0.135298,-458.974504,-458.966286,-458.965342,-459.007042,31.91
